feature,assignation_round,annotations_subset,feature_type,feature_output,feature_biotype,community_flag
Gm24757-201,small,small,transcript,transcript_name,misc_RNA,False
Gm24763-201_Gm26108-201_Gm23517-201,small,small,transcript,transcript_name,snRNA,True
Gm24770-201,small,small,transcript,transcript_name,snoRNA,False
Gm24771-201,small,small,transcript,transcript_name,snoRNA,False
Gm24791-201,small,small,transcript,transcript_name,snoRNA,False
Gm24798-201,small,small,transcript,transcript_name,snRNA,False
Gm24809-201,small,small,transcript,transcript_name,misc_RNA,False
Gm24826-201_Gm24826-202,small,small,transcript,transcript_name,snoRNA,True
Gm24837-201,small,small,transcript,transcript_name,snoRNA,False
Gm24845-201,small,small,transcript,transcript_name,rRNA,False
Gm24860-201,small,small,transcript,transcript_name,misc_RNA,False
Gm24867-201,small,small,transcript,transcript_name,snRNA,False
Gm24878-201,small,small,transcript,transcript_name,snRNA,False
Gm24883-201,small,small,transcript,transcript_name,misc_RNA,False
Gm24888-201_Gm22673-201,small,small,transcript,transcript_name,snoRNA,True
Gm24891-201,small,small,transcript,transcript_name,snoRNA,False
Gm24895-201,small,small,transcript,transcript_name,snoRNA,False
Gm24909-201,small,small,transcript,transcript_name,misc_RNA,False
Gm24916-201,small,small,transcript,transcript_name,snoRNA,False
Gm24920-201,small,small,transcript,transcript_name,snoRNA,False
Gm24922-201,small,small,transcript,transcript_name,snRNA,False
Gm24928-201,small,small,transcript,transcript_name,snRNA,False
Gm24931-201,small,small,transcript,transcript_name,rRNA,False
Gm24939-201,small,small,transcript,transcript_name,rRNA,False
Gm24949-201_Gm23927-203_Gm23927-201,small,small,transcript,transcript_name,snoRNA,True
Gm24959-201,small,small,transcript,transcript_name,snRNA,False
Gm24971-201,small,small,transcript,transcript_name,rRNA,False
Gm24976-201,small,small,transcript,transcript_name,rRNA,False
Gm24988-201,small,small,transcript,transcript_name,snoRNA,False
Gm25016-201,small,small,transcript,transcript_name,snoRNA,False
Gm25023-201,small,small,transcript,transcript_name,snRNA,False
Gm25048-201,small,small,transcript,transcript_name,snRNA,False
Gm25052-201,small,small,transcript,transcript_name,snRNA,False
Gm25053-201_Gm25053-202_Gm22266-201_Gm23949-201_Gm24886-201_Gm25922-201_Gm22934-201_Gm25345-201_etc,small,small,transcript,transcript_name,snoRNA,True
Gm25064-201,small,small,transcript,transcript_name,snRNA,False
Gm25072-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25078-201,small,small,transcript,transcript_name,snRNA,False
Gm25079-201,small,small,transcript,transcript_name,snoRNA,False
Gm25081-201,small,small,transcript,transcript_name,snRNA,False
Gm25082-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25091-201,small,small,transcript,transcript_name,snoRNA,False
Gm25107-201,small,small,transcript,transcript_name,snoRNA,False
Gm25117-201_Gm24782-201,small,small,transcript,transcript_name,snoRNA,True
Gm25124-201,small,small,transcript,transcript_name,snRNA,False
Gm25128-201,small,small,transcript,transcript_name,snoRNA,False
Gm25129-201,small,small,transcript,transcript_name,snoRNA,False
Gm25134-201_Gm22978-201_Gm24200-201_Gm23540-201_Gm23727-201_Gm22847-201_Gm22361-201_Gm25012-201_etc,small,small,transcript,transcript_name,snRNA,True
Gm25139-201,small,small,transcript,transcript_name,snoRNA,False
Gm25141-201,small,small,transcript,transcript_name,snRNA,False
Gm25153-201,small,small,transcript,transcript_name,snRNA,False
Gm25163-201,small,small,transcript,transcript_name,snRNA,False
Gm25170-201,small,small,transcript,transcript_name,snoRNA,False
Gm25180-201,small,small,transcript,transcript_name,rRNA,False
Gm25184-201,small,small,transcript,transcript_name,snRNA,False
Gm25187-201,small,small,transcript,transcript_name,snoRNA,False
Gm25188-201,small,small,transcript,transcript_name,snoRNA,False
Gm25200-201,small,small,transcript,transcript_name,snoRNA,False
Gm25201-201,small,small,transcript,transcript_name,snRNA,False
Gm25203-202_Gm25203-201,small,small,transcript,transcript_name,snoRNA,True
Gm25210-201,small,small,transcript,transcript_name,snoRNA,False
Gm25219-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25223-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25235-201,small,small,transcript,transcript_name,snRNA,False
Gm25260-201,small,small,transcript,transcript_name,snRNA,False
Gm25266-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25271-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25282-201,small,small,transcript,transcript_name,snRNA,False
Gm25286-201_Gm25671-201_Gm23307-201_Gm22638-201,small,small,transcript,transcript_name,snRNA,True
Gm25290-201,small,small,transcript,transcript_name,snoRNA,False
Gm25293-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25296-201,small,small,transcript,transcript_name,snoRNA,False
Gm25312-201,small,small,transcript,transcript_name,snRNA,False
Gm25320-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25327-201_Gm24267-201_Gm26239-201_Gm24292-201_Gm23057-201_Gm24917-201_Gm24316-201_Gm24517-201_etc,small,small,transcript,transcript_name,snRNA,True
Gm25341-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25357-201,small,small,transcript,transcript_name,snoRNA,False
Gm25363-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25373-201,small,small,transcript,transcript_name,snoRNA,False
Gm25388-201,small,small,transcript,transcript_name,snoRNA,False
Gm25394-201,small,small,transcript,transcript_name,snoRNA,False
Gm25395-201,small,small,transcript,transcript_name,scaRNA,False
Gm25410-201,small,small,transcript,transcript_name,snoRNA,False
Gm25412-201_Gm25448-201_Gm24713-201_Gm22063-201_Gm25245-201_Gm24968-201,small,small,transcript,transcript_name,snRNA,True
Gm25413-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25417-201,small,small,transcript,transcript_name,snoRNA,False
Gm25426-201,small,small,transcript,transcript_name,snRNA,False
Gm25428-201,small,small,transcript,transcript_name,snoRNA,False
Gm25430-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25431-201,small,small,transcript,transcript_name,snRNA,False
Gm25443-201,small,small,transcript,transcript_name,scaRNA,False
Gm25450-201_Gm25810-201_Gm23191-201_Gm25681-201_Gm24870-201_Gm23725-201_Gm25020-201_Gm26206-201_etc,small,small,transcript,transcript_name,snRNA,True
Gm25454-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25457-201,small,small,transcript,transcript_name,snRNA,False
Gm25471-201,small,small,transcript,transcript_name,snoRNA,False
Gm25475-201,small,small,transcript,transcript_name,snRNA,False
Gm25489-201,small,small,transcript,transcript_name,snRNA,False
Gm25492-201,small,small,transcript,transcript_name,scaRNA,False
Gm25500-201,small,small,transcript,transcript_name,snoRNA,False
Gm25506-201,small,small,transcript,transcript_name,snoRNA,False
Gm25515-201,small,small,transcript,transcript_name,snRNA,False
Gm25517-201,small,small,transcript,transcript_name,snoRNA,False
Gm25541-201_Gm23879-201_Gm24831-201_Gm23336-201_Gm26044-201_Gm24274-201_Gm23494-201,small,small,transcript,transcript_name,snRNA,True
Gm25544-201,small,small,transcript,transcript_name,snoRNA,False
Gm25545-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25556-201,small,small,transcript,transcript_name,snRNA,False
Gm25563-201,small,small,transcript,transcript_name,snRNA,False
Gm25574-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25579-201,small,small,transcript,transcript_name,snRNA,False
Gm25581-201_Gm23376-201,small,small,transcript,transcript_name,snRNA,True
Gm25604-201,small,small,transcript,transcript_name,snoRNA,False
Gm25606-201,small,small,transcript,transcript_name,rRNA,False
Gm25617-201_Gm25617-202,small,small,transcript,transcript_name,snoRNA,True
Gm25618-201_Gm26055-201_Gm23460-201_Gm24283-201_Gm24185-201,small,small,transcript,transcript_name,snRNA,True
Gm25625-201,small,small,transcript,transcript_name,rRNA,False
Gm25629-201,small,small,transcript,transcript_name,snRNA,False
Gm25635-201,small,small,transcript,transcript_name,snoRNA,False
Gm25636-201_Gm23362-201,small,small,transcript,transcript_name,snoRNA,True
Gm25644-201,small,small,transcript,transcript_name,snRNA,False
Gm25651-201,small,small,transcript,transcript_name,snoRNA,False
Gm25653-201,small,small,transcript,transcript_name,snoRNA,False
Gm25655-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25660-201,small,small,transcript,transcript_name,rRNA,False
Gm25661-201,small,small,transcript,transcript_name,ribozyme,False
Gm25663-201,small,small,transcript,transcript_name,snoRNA,False
Gm25667-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25684-201,small,small,transcript,transcript_name,snRNA,False
Gm25694-201,small,small,transcript,transcript_name,ribozyme,False
Gm25696-201,small,small,transcript,transcript_name,snRNA,False
Gm25730-201,small,small,transcript,transcript_name,snRNA,False
Gm25735-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25740-201,small,small,transcript,transcript_name,snRNA,False
Gm25744-201,small,small,transcript,transcript_name,snoRNA,False
Gm25757-201,small,small,transcript,transcript_name,snoRNA,False
Gm25776-201,small,small,transcript,transcript_name,snoRNA,False
Gm25777-201,small,small,transcript,transcript_name,snoRNA,False
Gm25788-201_Gm24620-201_Gm23974-201,small,small,transcript,transcript_name,snoRNA,True
Gm25789-201,small,small,transcript,transcript_name,snoRNA,False
Gm25791-201,small,small,transcript,transcript_name,snoRNA,False
Gm25797-201,small,small,transcript,transcript_name,snRNA,False
Gm25798-201,small,small,transcript,transcript_name,snRNA,False
Gm25800-201,small,small,transcript,transcript_name,snoRNA,False
Gm25803-201,small,small,transcript,transcript_name,snoRNA,False
Gm25805-201,small,small,transcript,transcript_name,snRNA,False
Gm25807-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25811-201,small,small,transcript,transcript_name,snRNA,False
Gm25820-202_Gm25820-201_Gm25058-201,small,small,transcript,transcript_name,scaRNA,True
Gm25821-201,small,small,transcript,transcript_name,snoRNA,False
Gm25835-201,small,small,transcript,transcript_name,snoRNA,False
Gm25843-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25844-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25848-201,small,small,transcript,transcript_name,snoRNA,False
Gm25852-201,small,small,transcript,transcript_name,snoRNA,False
Gm25854-201,small,small,transcript,transcript_name,snoRNA,False
Gm25855-201,small,small,transcript,transcript_name,snoRNA,False
Gm25856-201,small,small,transcript,transcript_name,snoRNA,False
Gm25875-201,small,small,transcript,transcript_name,snRNA,False
Gm25878-201,small,small,transcript,transcript_name,snoRNA,False
Gm25881-201,small,small,transcript,transcript_name,snRNA,False
Gm25885-201,small,small,transcript,transcript_name,rRNA,False
Gm25894-201,small,small,transcript,transcript_name,snoRNA,False
Gm25896-201,small,small,transcript,transcript_name,snoRNA,False
Gm25897-201,small,small,transcript,transcript_name,snRNA,False
Gm25915-201,small,small,transcript,transcript_name,snoRNA,False
Gm25925-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25926-201,small,small,transcript,transcript_name,snRNA,False
Gm25935-201_Gm25873-201_Gm22307-201_Gm23355-201_Gm23721-201_Gm25080-201_Gm22975-201_Gm26228-201_etc,small,small,transcript,transcript_name,snRNA,True
Gm25937-201_Gm24202-201_Gm25739-201_Gm24149-201_Gm23038-201_Gm23677-201_Gm25186-201_Gm23676-201_etc,small,small,transcript,transcript_name,snRNA,True
Gm25945-201,small,small,transcript,transcript_name,snoRNA,False
Gm25967-201,small,small,transcript,transcript_name,snoRNA,False
Gm25970-201,small,small,transcript,transcript_name,snoRNA,False
Gm25975-201,small,small,transcript,transcript_name,snoRNA,False
Gm25980-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25981-201,small,small,transcript,transcript_name,misc_RNA,False
Gm25989-201,small,small,transcript,transcript_name,snoRNA,False
Gm25995-201,small,small,transcript,transcript_name,snRNA,False
Gm26003-201,small,small,transcript,transcript_name,snoRNA,False
Gm26004-201,small,small,transcript,transcript_name,rRNA,False
Gm26011-201,small,small,transcript,transcript_name,snRNA,False
Gm26017-201_Gm22716-201_Gm24707-201_Gm24612-201_Gm22259-201_Gm25142-201_Gm24410-201_Gm26122-201_etc,small,small,transcript,transcript_name,snRNA,True
Gm26027-201,small,small,transcript,transcript_name,misc_RNA,False
Gm26032-201,small,small,transcript,transcript_name,snoRNA,False
Gm26034-201,small,small,transcript,transcript_name,snRNA,False
Gm26037-201,small,small,transcript,transcript_name,misc_RNA,False
Gm26038-201,small,small,transcript,transcript_name,snRNA,False
Gm26048-201,small,small,transcript,transcript_name,snoRNA,False
Gm26057-201,small,small,transcript,transcript_name,snRNA,False
Gm26058-201,small,small,transcript,transcript_name,snRNA,False
Gm26062-201,small,small,transcript,transcript_name,snRNA,False
Gm26063-201,small,small,transcript,transcript_name,snRNA,False
Gm26065-201,small,small,transcript,transcript_name,snRNA,False
Gm26069-201,small,small,transcript,transcript_name,misc_RNA,False
Gm26070-201,small,small,transcript,transcript_name,snoRNA,False
Gm26071-201_Gm23144-201_Gm25473-201_Gm24508-201_Gm22974-201_Gm25328-201_Gm24536-201_Gm22446-201_etc,small,small,transcript,transcript_name,snRNA,True
Gm26072-201,small,small,transcript,transcript_name,snRNA,False
Gm26079-201,small,small,transcript,transcript_name,snoRNA,False
Gm26083-201,small,small,transcript,transcript_name,scaRNA,False
Gm26091-201,small,small,transcript,transcript_name,snRNA,False
Gm26104-201_Gm23966-201_Gm26131-201_Gm22297-201_Gm23848-201_Gm23207-201,small,small,transcript,transcript_name,snRNA,True
Gm26109-201,small,small,transcript,transcript_name,snoRNA,False
Gm26111-201,small,small,transcript,transcript_name,snRNA,False
Gm26121-201,small,small,transcript,transcript_name,snRNA,False
Gm26129-201,small,small,transcript,transcript_name,snRNA,False
Gm26130-201,small,small,transcript,transcript_name,snoRNA,False
Gm26132-201,small,small,transcript,transcript_name,snoRNA,False
Gm26146-201,small,small,transcript,transcript_name,snRNA,False
Gm26150-201,small,small,transcript,transcript_name,snRNA,False
Gm26158-201,small,small,transcript,transcript_name,snoRNA,False
Gm26165-201,small,small,transcript,transcript_name,snoRNA,False
Gm26170-201,small,small,transcript,transcript_name,snRNA,False
Gm26175-201,small,small,transcript,transcript_name,snoRNA,False
Gm26177-201,small,small,transcript,transcript_name,snRNA,False
Gm26183-201,small,small,transcript,transcript_name,scaRNA,False
Gm26185-201,small,small,transcript,transcript_name,misc_RNA,False
Gm26186-201,small,small,transcript,transcript_name,snoRNA,False
Gm26189-201_Gm23402-201_Gm22351-201_Gm23805-201_Gm22418-201,small,small,transcript,transcript_name,snRNA,True
Gm26197-201,small,small,transcript,transcript_name,rRNA,False
Gm26202-201,small,small,transcript,transcript_name,snoRNA,False
Gm26205-201,small,small,transcript,transcript_name,snoRNA,False
Gm26224-201,small,small,transcript,transcript_name,snoRNA,False
Gm26225-201,small,small,transcript,transcript_name,snoRNA,False
Gm26236-201,small,small,transcript,transcript_name,snoRNA,False
Gm26240-201,small,small,transcript,transcript_name,snRNA,False
Gm26245-201,small,small,transcript,transcript_name,snRNA,False
Gm26247-201,small,small,transcript,transcript_name,snoRNA,False
Gm26263-201,small,small,transcript,transcript_name,snRNA,False
Gm26265-201,small,small,transcript,transcript_name,snoRNA,False
Gm26265-202,small,small,transcript,transcript_name,snoRNA,False
Gm26285-201_Gm25538-201_Gm25578-201_Gm24268-201_Gm24457-201_Gm24490-201_Gm22045-201_Gm24704-201_etc,small,small,transcript,transcript_name,snRNA,True
Gm26287-201,small,small,transcript,transcript_name,snoRNA,False
Gm26293-201,small,small,transcript,transcript_name,snoRNA,False
Gm26306-201,small,small,transcript,transcript_name,snoRNA,False
